Project Universal ID,Project Name,Builders,Parent Builder,Status,Master Plan Name,Master Plan Developer Name,Plan Name,Bedrooms,Bathrooms,Floors,Garages,Unit Size,List Price,Last Update Date,Plan Universal ID,Active Adult,ZIP Code,City,County,County Code,CBSA,CBSA Code,State,School District,School Attendance Zone (Elementary),School Ratings (Elementary),School Attendance Zone (Middle),School Ratings (Middle),School Attendance Zone (High),School Ratings (High),Boundary Names,Latitude,Longitude
aAf3x000001WTNDCA4,Silo Ridge/SF,M/I Homes,,Active,,,Cheswicke II,3,2.00,1,2,2191,438990,5/13/2026,aAa3x000000ZlZJCA0,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAfPc000000PyH7KAK,Harbor at Grand Park Village,Beazer Homes,,Active,,,Rialto,3,2.00,1,2,1790,362990,5/25/2026,aAaPc000000EldQKAS,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.05416,-86.15546
aAf3x000001Wnx7CAC,Landings at Hobbs Station,Pulte Homes,PulteGroup Inc.,Active,,,Boardwalk,4,2.50,2,2,2662,387990,5/18/2026,aAaPc0000005DkwKAE,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Cedar Elementary School; Avon Intermediate School West,7; 7,Avon Middle School South,10,Avon High School,10,,39.72213,-86.35615
aAfPc000001L26HKAS,Evergreen Estates,Olthof Homes,,Active,,,Quincey,2,1.00,1,2,1429,249000,4/10/2026,aAaPc000000RIldKAG,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,J B Stephens Elementary School; Maxwell Intermediate School,8; 6,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.81495,-85.74382
aAf3x000001WTNDCA4,Silo Ridge/SF,M/I Homes,,Active,,,Ainsley II Basement,4,2.50,2,2,3160,594490,5/13/2026,aAa3x000000ZlZBCA0,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAf3x000001Qf83CAC,Hobbs Station,Taylor Morrison,,Active,,,Tungsten,3,2.50,2,2,2225,379500,4/17/2026,aAaPc000000LDHTKA4,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Cedar Elementary School; Avon Intermediate School West,7; 7,Avon Middle School South,10,Avon High School,10,,39.72184,-86.35653
aAf3x000001QbssCAC,Hidden Hills,Taylor Morrison,,Active,,,Exclusives 2542,3,2.50,2,2,2542,411000,5/18/2026,aAaPc000000pZ4KKAU,Non Active Adult,46167,Pittsboro,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,North West Hendricks Schools,Pittsboro Elementary; Pittsboro Primary School,9; 0,Tri-West Middle School,9,Tri-West Senior High School,9,,39.87140,-86.45638
aAfPc000001M4dtKAC,Rockridge,Taylor Morrison,,Active,,,Legacy 2719,3,2.50,2,2,2719,360000,5/12/2026,aAaPc0000011sWgKAI,Non Active Adult,46229,Warren Twp,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,Sugar Creek Elementary School,6,New Palestine Jr High School,8,New Palestine High School,10,,39.77452,-85.95037
aAfPc00000163QrKAI,Oberlin/Simplicity,Taylor Morrison,,Active,,,Simplicity 2115,3,2.50,2,2,2115,343000,5/6/2026,aAaPc000000cKnoKAE,Non Active Adult,46113,Camby,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Decatur Township,West Newton Elementary School,5,Decatur Middle School,3,Decatur Central High School,3,,39.65344,-86.31662
aAf3x000001WTYmCAO,Silo Ridge/Villas,M/I Homes,,Active,,,Castello,2,3.00,1,2,1628,331990,5/15/2026,aAa3x000000ZlJpCAK,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAf3x000001WTNDCA4,Silo Ridge/SF,M/I Homes,,Active,,,Fairbanks,4,2.50,2,2,2957,435990,5/13/2026,aAa3x000000ZlZNCA0,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAf3x000001Qh4yCAC,Scottsdale Estates,Arbor Homes,Clayton Properties Group,Active,,,Cooper,4,2.50,2,0,2813,366995,5/21/2026,aAaPc00000087XVKAY,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Pleasant Crossing Elementary,7,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.55660,-86.14305
aAfPc000000PEhJKAW,Fox Creek/Tradition,D.R. Horton,"D.R. Horton, Inc.",Active,,,Chatham,4,2.00,1,2,1771,352900,5/8/2026,aAaPc000000D6kLKAS,Non Active Adult,46118,Clayton,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mill Creek Community Sch Corp,,,,,Cascade Senior High School,10,,39.67777,-86.45757
aAf3x000001WlFcCAK,Edgewood Farms,D.R. Horton,"D.R. Horton, Inc.",Active,,,Dayton,5,3.50,2,3,3388,424900,5/9/2026,aAaPc000000EbtHKAS,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68241,-86.00724
aAf3x000001WrRNCA0,Grassy Creek South,Arbor Homes,Clayton Properties Group,Active,,,Spruce,4,2.50,2,2,2343,294995,5/12/2026,aAa3x000000YSydCAG,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Warren Township,Creston Middle School; Grassy Creek Elementary School,4; 3,Creston Middle School,4,Warren Central High School,2,,39.74331,-85.97090
aAfPc000000iAOuKAM,Retreat at Morse,Beazer Homes,,Active,,,Rialto,3,2.00,1,2,1790,354990,5/29/2026,aAaPc000000YvlaKAC,Non Active Adult,46062,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Noblesville Schools,Hinkle Creek Elementary School,8,Noblesville West Middle School,9,Noblesville High School,10,,40.07285,-86.03676
aAfPc000001pTlpKAE,Branson Reserve,M/I Homes,,Active,,,Mackey II,2,2.00,1,2,1603,345990,5/23/2026,aAaPc000001A2jpKAC,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Noblesville Schools,White River Elementary School,7,Noblesville Middle School,8,Noblesville High School,10,,40.07341,-85.97210
aAfPc000001q6buKAA,Montelena,M/I Homes,,Upcoming,,,T1928 Plan,3,3.00,2,2,1928,334990,4/28/2026,aAaPc000001EKO5KAO,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Noblesville Schools,Promise Road Elementary,7,Noblesville Middle School,8,Noblesville High School,10,,40.01439,-85.96833
aAf3x000001QegiCAC,Oakdale,Pulte Homes,PulteGroup Inc.,Active,,,Hilltop,4,2.50,2,2,2899,399990,5/5/2026,aAaPc000000BDKcKAO,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,Eagle Elementary School,10,Brownsburg West Middle School,8,Brownsburg High School,10,,39.86610,-86.38409
aAfPc000001tIADKA2,Emerald Preserve,Fischer Homes,,Active,,,Carrington,4,2.50,2,2,3517,457990,5/16/2026,aAaPc0000016SXWKA2,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69260,-85.99509
aAfPc000001cr7ZKAQ,Briar Creek Estates/Ph 2,Ryan Homes,NVR Inc.,Active,,,Lehigh,4,2.50,2,2,3010,389990,5/29/2026,aAaPc000000iDkjKAE,Non Active Adult,46184,Whiteland,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Whiteland Elementary School,8,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.54531,-86.09131
aAfPc000001tI0XKAU,Winterburg,Beazer Homes,,Upcoming,,,Washington,5,3.00,2,2,3169,519990,3/3/2026,aAaPc0000015o6tKAA,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.06335,-86.18048
aAfPc000001fCsvKAE,Courtyards of Cielo Ranch,EPCON Communities,,Active,,,Provenance,2,2.50,1,3,2832,746900,4/25/2026,aAaPc000000lPYXKA2,Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Oak Trace Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.02250,-86.13990
aAf3x000001WgrLCAS,Northwood Haven,Arbor Homes,Clayton Properties Group,Active,,,Norway,5,2.50,2,2,2961,351995,5/28/2026,aAa3x000000UQk0CAG,Non Active Adult,46122,Danville,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Danville Community School Corp,Danville Middle School; South Elementary School,8; 7,Danville Middle School,8,Danville Community High School,8,,39.77638,-86.49500
aAfPc000001liUyKAI,Whispering Pines,Pulte Homes,PulteGroup Inc.,Upcoming,,,Continental,4,2.50,2,2,3008,,4/12/2026,aAaPc000001AZK5KAO,Non Active Adult,46123,Avon,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Avon Intermediate School West; Pine Tree Elementary School,7; 7,Avon Middle School South,10,Avon High School,10,,39.76067,-86.41445
aAf3x000001QdoZCAS,Towns at River Place,Pulte Homes,PulteGroup Inc.,Active,,,Ashton,3,2.50,2,2,1883,356000,5/25/2026,aAaPc0000005WUpKAM,Non Active Adult,46250,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Riverside Intermediate School; Fishers Elementary School,10; 8,Riverside Jr High,8,Fishers High School,10,,39.93090,-86.06916
aAf3x000001QeudCAC,Miles Farm/Tradition,D.R. Horton,"D.R. Horton, Inc.",Active,,,Irvington,5,3.50,2,3,2569,414900,5/19/2026,aAaPc000001K845KAC,Non Active Adult,46122,Danville,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Danville Community School Corp,Danville Middle School; South Elementary School,8; 7,Danville Middle School,8,Danville Community High School,8,,39.76422,-86.53935
aAf3x000001QP13CAG,Brookstone Crossings,Pulte Homes,PulteGroup Inc.,Active,,,Hilltop,4,2.50,2,2,2899,409990,5/12/2026,aAa3x000000ZgYoCAK,Non Active Adult,46123,Avon,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Sycamore Elementary School; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.77761,-86.35361
aAf3x000001Qf83CAC,Hobbs Station,Taylor Morrison,,Active,,,Cobalt,3,2.50,2,2,2055,358000,4/17/2026,aAa3x000000ZxWsCAK,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Cedar Elementary School; Avon Intermediate School West,7; 7,Avon Middle School South,10,Avon High School,10,,39.72184,-86.35653
aAf2T000001MrsESAS,Saddlebrook Farms,D.R. Horton,"D.R. Horton, Inc.",Active,,,Johnstown,5,3.50,2,3,3062,435480,4/27/2026,aAaPc000000DrnjKAC,Non Active Adult,46184,Whiteland,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Whiteland Elementary School,8,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.54910,-86.07253
aAf3x000001QX5cCAG,Chatham Village/Executive Collection,David Weekley Homes,,Active,,,Fairbanks,4,3.00,2,3,3376,947990,5/9/2026,aAaPc000000DEB3KAO,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.08057,-86.13476
aAfPc000001gMOrKAM,Midelton/Arrival,Arbor Homes,Clayton Properties Group,Active,,,Coach,2,2.00,2,2,1159,204995,5/7/2026,aAaPc000001E0brKAC,Non Active Adult,46235,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Lawrence Township,Winding Ridge Elementary School,3,Belzer Middle School,3,Lawrence Central High School,3,,39.84089,-85.96899
aAfPc000001PrDRKA0,Eagle Manor,Lennar,,Active,,,Alan,3,2.00,1,3,1673,331995,5/25/2026,aAaPc00000103SFKAY,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69312,-86.01847
aAf3x000001QeGfCAK,Berry Chase,M/I Homes,,Active,,,Cheswicke II,3,2.00,1,2,2191,443990,5/25/2026,aAaPc000000P11pKAC,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Sugar Grove Elementary School,6,Center Grove Middle School North,8,Center Grove High School,10,,39.60149,-86.17949
aAfPc0000019ebxKAA,Noble Heights Venture,Lennar,,Active,,,Clarence,3,2.00,1,2,1567,299995,4/29/2026,aAaPc000001ISenKAG,Non Active Adult,46221,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Decatur Township,West Newton Elementary School,5,Decatur Middle School,3,Decatur Central High School,3,,39.65265,-86.31888
aAf2T000001MjgESAS,Grant's Corner/SF,Olthof Homes,,Active,,,Sedona,4,1.50,2,2,2444,364000,4/15/2026,aAa3x000000gfigCAA,Non Active Adult,46229,Indianapolis,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,Sugar Creek Elementary School,6,New Palestine Jr High School,8,New Palestine High School,10,,39.77767,-85.93498
aAf3x000001QYOMCA4,Trescott Gardens,Drees Homes,,Active,,,PARKETTE,3,2.00,1,3,2284,458900,5/22/2026,aAa3x000000ZfWFCA0,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Plainfield Community Sch Corp,Clarks Creek Elementary,5,Plainfield Com Middle School,8,Plainfield High School,9,,39.67444,-86.40719
aAf3x000001WdgGCAS,Fairview West,Olthof Homes,,Active,,,Sonata,2,2.00,1,2,1436,350300,4/6/2026,aAa3x000000Ua9iCAC,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,Delaware Trail Elementary School,9,Brownsburg East Middle School,9,Brownsburg High School,10,,39.86584,-86.42391
aAf3x000001QKUpCAO,Vintners Park Estates,Drees Homes,,Active,,,SEBASTIAN,3,3.50,1,3,2769,724900,5/19/2026,aAa3x000000YeIcCAK,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91338,-85.92927
aAf3x000001QWMGCA4,Haven Ponds,Silverthorne Homes,Clayton Properties Group,Active,,,Reagan,3,2.50,1,2,2300,385995,5/12/2026,aAaPc00000096loKAA,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.92797,-85.89899
aAfPc000001rcMjKAI,Welford at Easton Grey/Estates,Drees Homes,,Upcoming,,,PARKETTE,3,3.00,1,3,2284,578900,4/12/2026,aAaPc0000015fCnKAI,Non Active Adult,46123,Avon,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,River Birch Elementary; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.77407,-86.43379
aAf3x000001QWoMCAW,Lakes at Grantham,David Weekley Homes,,Active,,,Carrington,4,3.00,2,4,3083,798990,5/29/2026,aAaPc000000sHinKAE,Non Active Adult,46040,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.95471,-85.87900
aAfPc000000reB8KAI,Abbott Commons/Venture,Lennar,,Active,,,Alan,3,2.00,1,2,1673,380995,5/29/2026,aAaPc000000TWRUKA4,Non Active Adult,46037,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.98846,-85.89194
aAfPc0000016CXNKA2,Harvest Trail of Westfield/Courtyard Collection,David Weekley Homes,,Active,,,Goldie,3,2.50,2,2,2088,390990,4/11/2026,aAaPc000000RtMzKAK,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.06467,-86.14415
aAfPc000001dVUrKAM,Helm's Mill,M/I Homes,,Active,,,Irvington,3,2.50,2,2,2002,371990,5/26/2026,aAaPc000000vqQvKAI,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.92796,-85.88460
aAfPc000001EjxZKAS,White Oak Estates,Drees Homes,,Active,,,VANDERBURGH,4,2.50,2,2,3252,633900,5/20/2026,aAaPc000000WfhZKAS,Non Active Adult,46123,Avon,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Sycamore Elementary School; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.79188,-86.39403
aAf3x000001Qeu9CAC,Fields at Sugar Creek,D.R. Horton,"D.R. Horton, Inc.",Active,,,Fairfax,4,3.00,1,3,1961,389900,5/8/2026,aAaPc000000CvXBKA0,Non Active Adult,46163,New Palestine,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,New Palestine Elementary School,8,New Palestine Jr High School,8,New Palestine High School,10,,39.72423,-85.89985
aAf3x000001QfKWCA0,Colonnade Estates,Beazer Homes,,Active,,,Ashford,3,2.00,2,3,2560,424990,5/4/2026,aAaPc000001F9TqKAK,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88600,-85.90997
aAf3x000001WYwxCAG,Woodfield Pointe,Arbor Homes,Clayton Properties Group,Active,,,Spruce,4,2.50,2,2,2343,296995,5/15/2026,aAa3x000000YfjpCAC,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Weston Elementary School; Greenfield Intermediate School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.78944,-85.81685
aAf3x000001QNelCAG,Hampton Walk/ Maple and Designer,Fischer Homes,,Active,,,Wyatt,4,2.50,2,0,2731,446990,5/13/2026,aAa3x000000ZrvwCAC,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88787,-85.91986
aAf3x000001WbuhCAC,Fields at New Bethel,D.R. Horton,"D.R. Horton, Inc.",Active,,,Harmony,3,2.00,1,2,1503,302900,4/29/2026,aAaPc000000PtVDKA0,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69345,-86.00195
aAf3x000001QNelCAG,Hampton Walk/ Maple and Designer,Fischer Homes,,Active,,,Grandin,4,2.00,2,2,2711,461990,5/13/2026,aAa3x000000ZrvoCAC,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88787,-85.91986
aAfPc000001NUw5KAG,Finch Creek by Del Webb/Discovery,Del Webb,PulteGroup Inc.,Active,,,Meadow,2,2.00,1,2,1599,359990,3/31/2026,aAaPc000000ZNZdKAO,Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Deer Creek Elementary,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,40.01651,-85.92586
aAfPc000001NUw5KAG,Finch Creek by Del Webb/Discovery,Del Webb,PulteGroup Inc.,Active,,,Vista,2,2.00,1,2,1622,356990,3/31/2026,aAaPc000000ZNY1KAO,Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Deer Creek Elementary,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,40.01651,-85.92586
aAfPc000001M4dtKAC,Rockridge,Taylor Morrison,,Active,,,Legacy 3536,4,2.50,2,2,3536,395000,5/12/2026,aAaPc0000011sWfKAI,Non Active Adult,46229,Warren Twp,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,Sugar Creek Elementary School,6,New Palestine Jr High School,8,New Palestine High School,10,,39.77452,-85.95037
aAfPc000001qNZiKAM,Darlington Villas/Arrival,Arbor Homes,Clayton Properties Group,Upcoming,,,Coach,2,2.00,2,2,1159,,1/20/2026,aAaPc00000119OrKAI,Non Active Adult,46147,Jamestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Western Boone County Com Sch District,,,Western Boone Jr-Sr High School,6,Western Boone Jr-Sr High School,6,,39.93163,-86.62914
