Project Universal ID,Project Name,Builders,Parent Builder,Status,Master Plan Name,Master Plan Developer Name,Plan Name,Bedrooms,Bathrooms,Floors,Garages,Unit Size,List Price,Last Update Date,Plan Universal ID,Active Adult,ZIP Code,City,County,County Code,CBSA,CBSA Code,State,School District,School Attendance Zone (Elementary),School Ratings (Elementary),School Attendance Zone (Middle),School Ratings (Middle),School Attendance Zone (High),School Ratings (High),Boundary Names,Latitude,Longitude
aAfPc0000016CYzKAM,Harvest Trail of Westfield/Executive Collection,David Weekley Homes,,Active,,,Spiceland,4,3.00,1,3,2468,711990,4/15/2026,aAaPc000000RsPJKA0,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.06467,-86.14415
aAfPc000000reB9KAI,Abbott Commons/TH,Lennar,,Active,,,Trenton,3,2.50,2,2,1706,325995,5/29/2026,aAaPc000000TWRRKA4,Non Active Adult,46037,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.98846,-85.89194
aAf3x000001QisLCAS,Jackson Run,Ryan Homes,NVR Inc.,Active,,,Grand Bahama,3,2.00,1,2,1338,279990,5/8/2026,aAaPc000001AUnRKAW,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,40.01014,-86.33408
aAf3x000001QOsCCAW,Sagebrook West/Villas,M/I Homes,,Active,,,Bella Vista,2,2.00,1,2,1495,266990,3/30/2026,aAa3x000000Zf49CAC,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69289,-85.97854
aAf3x000001YafaCAC,Heron Creek,Arbor Homes,Clayton Properties Group,Active,,,Bradford,3,2.00,1,0,1613,277995,5/10/2026,aAa3x000000gaItCAI,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Mt Comfort Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.80734,-85.92481
aAf3x000001WeIxCAK,Silver Stream,Arbor Homes,Clayton Properties Group,Active,,,Cooper,4,2.50,2,0,2813,314995,5/21/2026,aAa3x000000UEQHCA4,Non Active Adult,46235,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Lawrence Township,Indian Creek Elementary School,4,Fall Creek Valley Middle School,5,Lawrence North High School,5,,39.84161,-85.98043
aAf3x000001QYOLCA4,Trescott Overlook,Drees Homes,,Active,,,HUTTON,5,4.50,2,3,3246,559900,5/18/2026,aAaPc000001IZJ2KAO,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Plainfield Community Sch Corp,Clarks Creek Elementary,5,Plainfield Com Middle School,8,Plainfield High School,9,,39.67444,-86.40719
aAfPc000000zi49KAA,Flora/TH,Onyx+East,,Active,,,Chatham Balcony,2,2.50,3,2,2137,468250,5/13/2026,aAaPc0000016PJJKA2,Non Active Adult,46290,Carmel,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,Towne Meadow Elementary School,9,Creekside Middle School,10,Carmel High School,10,,39.93223,-86.16525
aAfPc000001j1PBKAY,Ravinia/Venture,Lennar,,Active,,,Paddington,5,3.50,2,3,3020,492995,5/19/2026,aAaPc000000zdzaKAA,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Maple Glen Elementary,9; 8,Westfield Middle School,9,Westfield High School,10,,40.02861,-86.19191
aAf3x000001QKUpCAO,Vintners Park Estates,Drees Homes,,Active,,,SHELBURN,3,2.50,1,3,2294,636900,5/19/2026,aAa3x000000YejGCAS,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91338,-85.92927
aAf3x000001WjZmCAK,Monon Corner/Arbor,Arbor Homes,Clayton Properties Group,Active,,,Aspen II,4,2.50,2,2,2176,384995,5/10/2026,aAa3x000000Yee7CAC,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.08126,-86.16478
aAf3x000001WYtoCAG,Midland,Estridge Homes,,Active,,,The Camden,3,2.50,1,3,2335,624900,5/7/2026,aAaPc000001J4KHKA0,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Maple Glen Elementary,9; 8,Westfield Middle School,9,Westfield High School,10,,40.03976,-86.18435
aAfPc000001EjxZKAS,White Oak Estates,Drees Homes,,Active,,,CHAMP,5,4.50,2,2,3504,710900,5/20/2026,aAaPc000001CavpKAC,Non Active Adult,46123,Avon,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Sycamore Elementary School; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.79188,-86.39403
aAfPc0000016CYzKAM,Harvest Trail of Westfield/Executive Collection,David Weekley Homes,,Active,,,Paddock,4,3.50,1,3,2841,749990,4/15/2026,aAaPc000000RsSXKA0,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.06467,-86.14415
aAf3x000001YafaCAC,Heron Creek,Arbor Homes,Clayton Properties Group,Active,,,Norway,5,2.50,2,2,2961,339995,5/10/2026,aAa3x000000gaInCAI,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Mt Comfort Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.80734,-85.92481
aAf3x000001WdgGCAS,Fairview West,Olthof Homes,,Active,,,Oakmont,4,2.50,2,3,2897,464000,4/6/2026,aAa3x000000UiqACAS,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,Delaware Trail Elementary School,9,Brownsburg East Middle School,9,Brownsburg High School,10,,39.86584,-86.42391
aAf3x000001YhaeCAC,Atwater/Villas,Olthof Homes,,Active,,,Aspen (SFH),4,2.50,2,2,2353,420400,5/23/2026,aAaPc000000KQnxKAG,Non Active Adult,46069,Sheridan,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.06794,-86.18028
aAfPc000001yvnlKAA,Wood Wind Landing,Fischer Homes,,Active,,,Paxton,4,2.00,2,2,4069,848990,5/19/2026,aAaPc000001FiGxKAK,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.02774,-86.19140
aAfPc000000PEhJKAW,Fox Creek/Tradition,D.R. Horton,"D.R. Horton, Inc.",Active,,,Cortland,4,3.00,1,3,2278,410900,5/8/2026,aAaPc000000RQo1KAG,Non Active Adult,46118,Clayton,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mill Creek Community Sch Corp,,,,,Cascade Senior High School,10,,39.67777,-86.45757
aAfPc0000016BkzKAE,Noble West Townhomes,Lennar,,Upcoming,,,Meridian,3,2.50,3,2,2379,,5/13/2026,aAaPc000001DdqzKAC,Non Active Adult,46033,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Noblesville Schools,Noble Crossing Elementary School,8,Noblesville West Middle School,9,Noblesville High School,10,,40.00584,-86.06971
aAf3x000001WYtoCAG,Midland,Estridge Homes,,Active,,,The Lanier,3,2.50,3,3,3011,777900,5/7/2026,aAaPc000001J4P7KAK,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Maple Glen Elementary,9; 8,Westfield Middle School,9,Westfield High School,10,,40.03976,-86.18435
aAf3x000001WYtoCAG,Midland,Estridge Homes,,Active,,,The Vandalia,3,2.00,1,2,1862,610900,5/7/2026,aAaPc000000WdwRKAS,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Maple Glen Elementary,9; 8,Westfield Middle School,9,Westfield High School,10,,40.03976,-86.18435
aAf3x000001WjZmCAK,Monon Corner/Arbor,Arbor Homes,Clayton Properties Group,Active,,,The Chestnut,3,2.00,1,2,1801,366995,5/10/2026,aAa3x000000UWSBCA4,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.08126,-86.16478
aAf3x000001WYwsCAG,Trailside,D.R. Horton,"D.R. Horton, Inc.",Active,,,Harmony,3,2.00,1,2,1503,343900,5/29/2026,aAaPc00000065YgKAI,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,40.00540,-86.34623
aAf3x000001QP13CAG,Brookstone Crossings,Pulte Homes,PulteGroup Inc.,Active,,,Riverton,4,2.50,2,2,3126,429990,5/12/2026,aAa3x000000ZgYyCAK,Non Active Adult,46123,Avon,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Sycamore Elementary School; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.77761,-86.35361
aAf3x000001WVQKCA4,Colere/TH,Onyx+East,,Active,,,Colere Madrona,2,2.50,4,2,1551,449900,4/25/2026,aAa3x000000U2SrCAK,Non Active Adult,46203,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Indianapolis Public Schools,Thomas D. Gregg School 15; Brookside School 54,4; 4,Arlington Community Middle School,5,Arsenal Technical High School; George Washington Community High School...,1; 1,,39.75991,-86.13602
aAfPc000000EW9hKAG,Manors at Avon/Designer,Fischer Homes,,Active,,,Winston,4,2.50,2,2,2826,506990,5/25/2026,aAaPc0000010P4HKAU,Non Active Adult,46123,Avon,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,River Birch Elementary; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.78371,-86.40136
aAf3x000001QWMGCA4,Haven Ponds,Silverthorne Homes,Clayton Properties Group,Active,,,Taylor,3,2.50,1,2,2001,371995,5/12/2026,aAaPc00000096lnKAA,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.92797,-85.89899
aAfPc000000eJU1KAM,Timbers Architectural SL,Lennar,,Active,,,3100,5,3.50,2,3,3037,657995,5/6/2026,aAaPc000000CbQmKAK,Non Active Adult,46062,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Noblesville Schools,Hinkle Creek Elementary School,8,Noblesville West Middle School,9,Noblesville High School,10,,40.06832,-86.06257
aAf3x000001WTvqCAG,Atwater/ Duplexes,Olthof Homes,,Active,,,Cordoba (Paired Villas),2,2.00,1,2,1515,305500,5/23/2026,aAaPc000000KQrBKAW,Non Active Adult,46069,Sheridan,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.06794,-86.18028
aAf3x000001QYOLCA4,Trescott Overlook,Drees Homes,,Active,,,SHELBURN,3,2.50,1,2,2294,473900,5/18/2026,aAa3x000000ZfW1CAK,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Plainfield Community Sch Corp,Clarks Creek Elementary,5,Plainfield Com Middle School,8,Plainfield High School,9,,39.67444,-86.40719
aAf3x000001YgExCAK,Courtyards of Westfield,EPCON Communities,,Active,,,Portico Craftsman,2,2.00,1,2,1769,472900,5/5/2026,aAaPc000000qpmmKAA,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.00465,-86.20697
aAf3x000001QYOLCA4,Trescott Overlook,Drees Homes,,Active,,,VANDERBURGH,4,2.50,2,2,3252,567900,5/18/2026,aAa3x000000ZfW0CAK,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Plainfield Community Sch Corp,Clarks Creek Elementary,5,Plainfield Com Middle School,8,Plainfield High School,9,,39.67444,-86.40719
aAf3x000001QNemCAG,The Cove,Fischer Homes,,Active,,,Wilmington,2,2.00,1,2,1725,423990,4/30/2026,aAa3x000000ZiVaCAK,Non Active Adult,46040,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.96309,-85.89215
aAfPc000000AgnZKAS,Parks at Decatur Estates,D.R. Horton,"D.R. Horton, Inc.",Active,,,Henley,5,3.00,2,2,2600,389900,5/7/2026,aAaPc00000057thKAA,Non Active Adult,46113,Camby,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Decatur Township,West Newton Elementary School,5,Decatur Middle School,3,Decatur Central High School,3,,39.63346,-86.29415
aAfPc000000zkkHKAQ,Bo-Mar Estates/ Duet TH,Olthof Homes,,Active,,,Bryson,2,2.00,1,2,1533,316300,5/23/2026,aAaPc000000P3ifKAC,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Cedar Elementary School; Avon Intermediate School West,7; 7,Avon Middle School South,10,Avon High School,10,,39.72793,-86.36178
aAf3x000001WTNDCA4,Silo Ridge/SF,M/I Homes,,Active,,,Drake,4,2.50,2,3,2884,463990,5/13/2026,aAa3x000000ZlZMCA0,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAf3x000001QbLDCA0,Lone Pine Farms/Tradition,D.R. Horton,"D.R. Horton, Inc.",Active,,,Chatham,4,2.00,1,2,1771,350900,5/14/2026,aAaPc00000065Z5KAI,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Maple Grove Elementary School,8,Center Grove Middle School Central,8,Center Grove High School,10,,39.56209,-86.14764
aAfPc000000eJU1KAM,Timbers Architectural SL,Lennar,,Active,,,3300,5,3.50,2,3,3363,665995,5/6/2026,aAaPc000000F37sKAC,Non Active Adult,46062,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Noblesville Schools,Hinkle Creek Elementary School,8,Noblesville West Middle School,9,Noblesville High School,10,,40.06832,-86.06257
aAf3x000001QeGfCAK,Berry Chase,M/I Homes,,Active,,,Drake Basement,4,2.50,2,3,2884,528490,5/25/2026,aAaPc000000P11rKAC,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Sugar Grove Elementary School,6,Center Grove Middle School North,8,Center Grove High School,10,,39.60149,-86.17949
aAf3x000001WqpfCAC,Somerset West,Silverthorne Homes,Clayton Properties Group,Active,,,Reagan,3,2.50,1,2,2300,419995,4/25/2026,aAa3x000000YhtJCAS,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.04570,-86.17919
aAf3x000001QNemCAG,The Cove,Fischer Homes,,Active,,,Winslow,3,2.50,1,2,2690,696990,4/30/2026,aAa3x000000ZwqWCAS,Non Active Adult,46040,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.96309,-85.89215
aAf2T000001MbYBSA0,Waterfront of West Clay/Island,Shoopman Homes,,Active,,,Falcon,4,2.50,1,3,3600,1093900,5/25/2026,aAa2T000000okicSAA,Non Active Adult,46077,Zionsville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,West Clay Elementary,9,Creekside Middle School,10,Carmel High School,10,,39.95694,-86.23909
aAf2T000001ULX7SAO,Mt Vernon North,D.R. Horton,"D.R. Horton, Inc.",Active,,,Henley,5,3.00,2,2,2600,382900,4/25/2026,aAaPc000000D4q3KAC,Non Active Adult,46040,Fortville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Fortville Elementary School,7,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91192,-85.84315
aAfPc000001F5I9KAK,Parkview Village,D.R. Horton,"D.R. Horton, Inc.",Active,,,Elbert,4,2.50,2,2,2058,299900,5/25/2026,aAaPc000000oir1KAA,Non Active Adult,46140,Cumberland,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,Sugar Creek Elementary School,6,New Palestine Jr High School,8,New Palestine High School,10,,39.77823,-85.93275
aAf3x000001YgzhCAC,Sunrise Lake,Bridgenorth Homes,,Active,,,Wellington,3,2.00,1,3,1826,327490,4/29/2026,aAa3x000000grrSCAQ,Non Active Adult,46163,New Palestine,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,New Palestine Elementary School,8,New Palestine Jr High School,8,New Palestine High School,10,,39.73229,-85.88604
aAf3x000001WTNDCA4,Silo Ridge/SF,M/I Homes,,Active,,,Kentmore Basement,3,2.50,2,2,2070,508490,5/13/2026,aAa3x000000ZlZVCA0,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAfPc000000U2BDKA0,Finch Creek by Del Webb/Designer,Del Webb,PulteGroup Inc.,Active,,,Mystique,2,2.00,1,2,1841,435990,5/19/2026,aAaPc000000bOFPKA2,Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Deer Creek Elementary,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,40.01651,-85.92586
aAf3x000001WgrLCAS,Northwood Haven,Arbor Homes,Clayton Properties Group,Active,,,Palmetto,4,2.50,2,2,2580,338995,5/28/2026,aAa3x000000YimfCAC,Non Active Adult,46122,Danville,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Danville Community School Corp,Danville Middle School; South Elementary School,8; 7,Danville Middle School,8,Danville Community High School,8,,39.77638,-86.49500
aAf3x000001WrRNCA0,Grassy Creek South,Arbor Homes,Clayton Properties Group,Active,,,Palmetto,4,2.50,2,2,2580,308995,5/12/2026,aAa3x000000YX0zCAG,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Warren Township,Creston Middle School; Grassy Creek Elementary School,4; 3,Creston Middle School,4,Warren Central High School,2,,39.74331,-85.97090
aAfPc000001tvczKAA,Legacy Woods at Wild Air,David Weekley Homes,,Active,,,Sweetclover,2,2.00,1,2,1835,609990,5/11/2026,aAaPc000001HcjrKAC,Non Active Adult,46077,Zionsville,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Zionsville Community Schools,Stonegate Elementary; Zionsville West Middle School,8; 8,Zionsville West Middle School,8,Zionsville Community High School,10,,39.95857,-86.30148
aAf3x000001WrRPCA0,Augusta Heights,Arbor Homes,Clayton Properties Group,Active,,,Juniper,3,2.50,2,2,1760,262995,5/14/2026,aAa3x000000Yi6kCAC,Non Active Adult,46268,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Pike Township,,,,,Pike High School,4,,39.89474,-86.21371
aAf3x000001QNemCAG,The Cove,Fischer Homes,,Active,,,Rhodes,4,2.50,2,2,3532,723990,4/30/2026,aAa3x000000ZwqXCAS,Non Active Adult,46040,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.96309,-85.89215
aAf3x000001QhcyCAC,Cardinal Grove/Express,D.R. Horton,"D.R. Horton, Inc.",Active,,,Chatham,4,2.00,1,2,1771,317900,4/23/2026,aAaPc000000AILRKA4,Non Active Adult,46221,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Decatur Township,Gold Academy,4,Decatur Middle School,3,Decatur Central High School,3,,39.67001,-86.27891
aAfPc0000016CXNKA2,Harvest Trail of Westfield/Courtyard Collection,David Weekley Homes,,Active,,,Sterling,3,2.50,2,2,2214,389990,4/11/2026,aAaPc000000RtEwKAK,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.06467,-86.14415
aAfPc00000186MuKAI,Sage Run,Pulte Homes,PulteGroup Inc.,Active,,,Mitchell,4,2.50,2,2,3054,389990,4/20/2026,aAaPc0000019vEDKAY,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Clark Elementary School,6,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.62766,-86.04496
aAfPc000001M4UDKA0,Finch Creek,Taylor Morrison,,Active,,,Tribeca,3,2.50,2,2,1896,397000,5/15/2026,aAaPc00000196wxKAA,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Deer Creek Elementary,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,40.01628,-85.93812
aAfPc000001ZeBhKAK,Honey Creek Farms/SL Architectural,Lennar,,Upcoming,,,3400,5,3.50,2,2,3564,,4/23/2026,aAaPc000001C1W1KAK,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Center Grove Elementary School,7,Center Grove Middle School Central,8,Center Grove High School,10,,39.56905,-86.14219
aAfPc000001rOZtKAM,Windswept Farms,Ryan Homes,NVR Inc.,Active,,,Columbia,4,2.50,2,2,2423,394990,3/27/2026,aAaPc000001E2NxKAK,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,39.97861,-86.33781
aAf3x000001WdgGCAS,Fairview West,Olthof Homes,,Active,,,Cadenza,2,2.00,1,2,1897,382500,4/6/2026,aAa3x000000Ua9lCAC,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,Delaware Trail Elementary School,9,Brownsburg East Middle School,9,Brownsburg High School,10,,39.86584,-86.42391
aAf3x000001WTYmCAO,Silo Ridge/Villas,M/I Homes,,Active,,,Bella Vista,2,2.00,1,2,1495,322990,5/15/2026,aAa3x000000ZlJkCAK,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAfPc000001rtRSKAY,Cooks Corner,Arbor Homes,Clayton Properties Group,Upcoming,,,Aspen II,4,2.50,2,2,2176,294995,4/27/2026,aAaPc000001HTSdKAO,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Weston Elementary School; Greenfield Intermediate School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.79849,-85.81656
aAfPc000000BqGDKA0,Colonnade/ Town Series,Taylor Morrison,,Active,,,Uptown,3,2.50,2,2,2021,333000,5/23/2026,aAaPc0000002lqrKAA,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.89157,-85.91249
aAfPc000000zkkHKAQ,Bo-Mar Estates/ Duet TH,Olthof Homes,,Active,,,Rosewood,2,2.00,1,2,1609,328400,5/23/2026,aAaPc000000P3cDKAS,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Cedar Elementary School; Avon Intermediate School West,7; 7,Avon Middle School South,10,Avon High School,10,,39.72793,-86.36178
aAf3x000001WoRWCA0,Hickory Run,M/I Homes,,Active,,,Fairbanks,4,2.50,2,2,2957,377990,5/18/2026,aAa3x000000ZaBbCAK,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68048,-85.99215
aAf3x000001WrRPCA0,Augusta Heights,Arbor Homes,Clayton Properties Group,Active,,,Walnut,3,2.00,1,2,1228,232995,5/14/2026,aAa3x000000YelaCAC,Non Active Adult,46268,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Pike Township,,,,,Pike High School,4,,39.89474,-86.21371
